fecha_hecho,anio_hecho_i,mes_hecho_num,dia_semana,hora_hecho_h,mes_hecho_num_sin,mes_hecho_num_cos,hora_hecho_h_sin,hora_hecho_h_cos,latitud,longitud,alcaldia_hecho,colonia_catalogo,categoria_delito
2021-08-17,2021.0,8.0,MARTES,4.0,-0.5000000000000001,-0.8660254037844386,0.8660254037844386,0.5000000000000001,19.56366,-99.12778,GUSTAVO A. MADERO,Forestal,DELITO DE BAJO IMPACTO
2019-12-07,2019.0,12.0,SÁBADO,14.0,-0.5000000000000004,0.8660254037844384,-0.5000000000000001,-0.8660254037844386,19.27373,-99.15542,TLALPAN,Ejidos De San Pedro Martir,DELITO DE BAJO IMPACTO
2021-04-12,2021.0,4.0,LUNES,8.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,19.44675,-99.15301,CUAUHTEMOC,Buenavista,DELITO DE BAJO IMPACTO
2018-05-15,2018.0,5.0,MARTES,15.0,0.8660254037844387,-0.4999999999999998,-0.7071067811865475,-0.7071067811865477,19.47099,-99.13881,GUSTAVO A. MADERO,Guadalupe Victoria,DELITO DE BAJO IMPACTO
2019-05-21,2019.0,5.0,MARTES,16.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,19.3034948704845,-99.1480383505221,COYOACAN,Pueblo De Santa Ursula Coapa,DELITO DE BAJO IMPACTO
2018-09-27,2018.0,9.0,JUEVES,15.0,-0.8660254037844384,-0.5000000000000004,-0.7071067811865475,-0.7071067811865477,19.4725604495091,-99.0908367804989,GUSTAVO A. MADERO,Heroes De Chapultepec,DELITO DE BAJO IMPACTO
2019-05-29,2019.0,5.0,MIÉRCOLES,18.0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,19.42472,-99.16086,CUAUHTEMOC,Juarez,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA
2019-04-07,2019.0,4.0,DOMINGO,8.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,19.44051,-99.17572,MIGUEL HIDALGO,Anahuac Ii Seccion,ROBO A NEGOCIO CON VIOLENCIA
2016-04-24,2016.0,4.0,DOMINGO,12.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,19.34603,-99.17497,COYOACAN,Barrio Santa Catarina,DELITO DE BAJO IMPACTO
2023-10-27,2023.0,10.0,VIERNES,19.0,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,19.4084948073669,-99.11439519974,VENUSTIANO CARRANZA,Magdalena Mixiuhca,DELITO DE BAJO IMPACTO
2016-03-02,2016.0,3.0,MIÉRCOLES,12.0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,19.4218806532542,-99.1465151229991,CUAUHTEMOC,Doctores,DELITO DE BAJO IMPACTO
2023-07-13,2023.0,7.0,JUEVES,12.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,19.3563768198,-99.1564787109,COYOACAN,Del Carmen,DELITO DE BAJO IMPACTO
2021-08-29,2021.0,8.0,DOMINGO,9.0,-0.5000000000000001,-0.8660254037844386,0.7071067811865476,-0.7071067811865475,19.2969379071008,-99.1366413203439,TLALPAN,Villa Lazaro Cardenas,DELITO DE BAJO IMPACTO
2023-05-10,2023.0,5.0,MIÉRCOLES,9.0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,19.3922777781262,-99.1701962697567,BENITO JUAREZ,Del Valle Norte,DELITO DE BAJO IMPACTO
2023-02-09,2023.0,2.0,JUEVES,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,,,CDMX (indeterminada),,DELITO DE BAJO IMPACTO
2023-08-09,2023.0,8.0,MIÉRCOLES,14.0,-0.5000000000000001,-0.8660254037844386,-0.5000000000000001,-0.8660254037844386,19.3712820312,-99.0487862057,IZTAPALAPA,Renovacion,DELITO DE BAJO IMPACTO
2020-01-03,2020.0,1.0,VIERNES,10.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,19.37209,-99.15729,BENITO JUAREZ,Santa Cruz Atoyac,DELITO DE BAJO IMPACTO
2019-10-08,2019.0,10.0,MARTES,12.0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,,,TLALPAN,,HECHO NO DELICTIVO
2021-01-13,2021.0,1.0,MIÉRCOLES,14.0,0.0,1.0,-0.5000000000000001,-0.8660254037844386,19.3123843584176,-99.1023785910915,COYOACAN,Culhuacan Ctm Seccion Ix-B,DELITO DE BAJO IMPACTO
2021-05-10,2021.0,5.0,LUNES,17.0,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063,19.47821,-99.19059,AZCAPOTZALCO,Pueblo San Francisco Tetecala,DELITO DE BAJO IMPACTO
2021-11-08,2021.0,11.0,LUNES,13.0,-0.8660254037844386,0.5000000000000001,-0.25881904510252035,-0.9659258262890684,19.22485,-98.96191,TLAHUAC,Barrio San Bartolome,DELITO DE BAJO IMPACTO
2021-03-27,2021.0,3.0,SÁBADO,1.0,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,19.4522809385723,-99.1516436771928,CUAUHTEMOC,Buenavista,DELITO DE BAJO IMPACTO
2024-08-05,2024.0,8.0,LUNES,5.0,-0.5000000000000001,-0.8660254037844386,0.9659258262890683,0.25881904510252074,19.4165562598334,-99.1792695999999,MIGUEL HIDALGO,San Miguel Chapultepec Ii Seccion,DELITO DE BAJO IMPACTO
2023-05-09,2023.0,5.0,MARTES,16.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,19.4728336728236,-99.1524281700527,AZCAPOTZALCO,Liberacion,DELITO DE BAJO IMPACTO
2020-08-03,2020.0,8.0,LUNES,11.0,-0.5000000000000001,-0.8660254037844386,0.258819045102521,-0.9659258262890682,19.39246,-99.12175,IZTACALCO,Barrio Zapotla,DELITO DE BAJO IMPACTO
2016-07-22,2016.0,7.0,VIERNES,1.0,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,,,ALVARO OBREGON,,DELITO DE BAJO IMPACTO
2019-10-01,2019.0,10.0,MARTES,18.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,19.48483,-99.13456,GUSTAVO A. MADERO,Magdalena De Las Salinas,DELITO DE BAJO IMPACTO
2021-02-09,2021.0,2.0,MARTES,12.0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,19.37298,-99.14938,BENITO JUAREZ,Portales Norte,DELITO DE BAJO IMPACTO
2023-02-21,2023.0,2.0,MARTES,11.0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,19.4121325266567,-99.1040327401303,VENUSTIANO CARRANZA,Jardin Balbuena,DELITO DE BAJO IMPACTO
2022-03-18,2022.0,3.0,VIERNES,10.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,19.33019,-99.25285,ALVARO OBREGON,Torres De Potrero,DELITO DE BAJO IMPACTO
2018-09-05,2018.0,9.0,MIÉRCOLES,21.0,-0.8660254037844384,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,19.46899,-99.11907,GUSTAVO A. MADERO,Guadalupe Tepeyac,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA
2016-05-03,2016.0,5.0,MARTES,11.0,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682,19.48412,-99.10077,GUSTAVO A. MADERO,Constitucion De La Republica,ROBO A CASA HABITACIÓN CON VIOLENCIA
2019-04-29,2019.0,4.0,LUNES,6.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,19.44791,-99.19857,MIGUEL HIDALGO,5 De Mayo,DELITO DE BAJO IMPACTO
2020-09-04,2020.0,9.0,VIERNES,16.0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,19.2559183253859,-99.1325932316762,XOCHIMILCO,Pueblo Santa Cruz Xochitepec,DELITO DE BAJO IMPACTO
2017-07-18,2017.0,7.0,MARTES,12.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,19.3404419592568,-99.202719148722,ALVARO OBREGON,Progreso Tizapan,DELITO DE BAJO IMPACTO
2021-07-20,2021.0,7.0,MARTES,14.0,1.2246467991473532e-16,-1.0,-0.5000000000000001,-0.8660254037844386,19.3549140249243,-99.2331922013682,ALVARO OBREGON,Puerta Grande,DELITO DE BAJO IMPACTO
2019-01-19,2019.0,1.0,SÁBADO,17.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,19.31623,-99.23525,LA MAGDALENA CONTRERAS,Lomas Quebradas,HECHO NO DELICTIVO
2021-01-10,2021.0,1.0,DOMINGO,3.0,0.0,1.0,0.7071067811865475,0.7071067811865476,19.41796,-99.09385,VENUSTIANO CARRANZA,Valentin Gomez Farias,DELITO DE BAJO IMPACTO
2017-09-09,2017.0,9.0,SÁBADO,7.0,-0.8660254037844384,-0.5000000000000004,0.9659258262890683,-0.25881904510252085,19.46223,-99.13079,CUAUHTEMOC,Peralvillo,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA
2016-12-15,2016.0,12.0,JUEVES,15.0,-0.5000000000000004,0.8660254037844384,-0.7071067811865475,-0.7071067811865477,19.48885,-99.1245,GUSTAVO A. MADERO,Lindavista Norte,DELITO DE BAJO IMPACTO
2021-06-11,2021.0,6.0,VIERNES,4.0,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,19.29508,-99.14623,TLALPAN,Pueblo San Lorenzo Huipulco,DELITO DE BAJO IMPACTO
2017-01-19,2017.0,1.0,JUEVES,4.0,0.0,1.0,0.8660254037844386,0.5000000000000001,,,VENUSTIANO CARRANZA,,DELITO DE BAJO IMPACTO
2023-01-05,2023.0,1.0,JUEVES,10.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,19.2670125956625,-99.1157501899524,XOCHIMILCO,Ampliacion San Marcos Norte,DELITO DE BAJO IMPACTO
2016-07-10,2016.0,7.0,DOMINGO,11.0,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682,19.39525,-99.17464,BENITO JUAREZ,Napoles,DELITO DE BAJO IMPACTO
2016-02-29,2016.0,2.0,LUNES,6.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,19.3497537718605,-99.2213439648411,ALVARO OBREGON,Ampliacion Las Aguilas,DELITO DE BAJO IMPACTO
2018-05-29,2018.0,5.0,MARTES,11.0,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682,19.3051228854897,-99.0484206777189,TLAHUAC,Barrio Santa Ana Poniente,DELITO DE BAJO IMPACTO
2020-09-11,2020.0,9.0,VIERNES,11.0,-0.8660254037844384,-0.5000000000000004,0.258819045102521,-0.9659258262890682,19.4207709973569,-99.0903915400054,VENUSTIANO CARRANZA,Federal,DELITO DE BAJO IMPACTO
,2025.0,,,5.0,,,0.9659258262890683,0.25881904510252074,19.358575539833364,-98.99899094999996,IZTAPALAPA,Lomas De Zaragoza,DELITO DE BAJO IMPACTO
2021-04-01,2021.0,4.0,JUEVES,7.0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252085,19.4532,-99.17614,MIGUEL HIDALGO,Popotla,DELITO DE BAJO IMPACTO
2021-07-08,2021.0,7.0,JUEVES,17.0,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063,19.2876831865224,-99.0431095138073,TLAHUAC,Miguel Hidalgo,DELITO DE BAJO IMPACTO
2016-10-22,2016.0,10.0,SÁBADO,5.0,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,19.32418,-99.24969,LA MAGDALENA CONTRERAS,El Tanque,DELITO DE BAJO IMPACTO
2018-03-27,2018.0,3.0,MARTES,17.0,0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,19.55371,-99.14139,GUSTAVO A. MADERO,Loma La Palma,DELITO DE BAJO IMPACTO
2016-05-06,2016.0,5.0,VIERNES,16.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,19.40218,-99.15546,BENITO JUAREZ,Piedad Narvarte,DELITO DE BAJO IMPACTO
2022-02-01,2022.0,2.0,MARTES,8.0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,19.48224,-99.11388,GUSTAVO A. MADERO,Villa Gustavo A Madero,DELITO DE BAJO IMPACTO
2019-09-24,2019.0,9.0,MARTES,12.0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,19.44982,-99.21989,MIGUEL HIDALGO,Periodista,DELITO DE BAJO IMPACTO
2016-07-17,2016.0,7.0,DOMINGO,11.0,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682,19.43531,-99.18881,MIGUEL HIDALGO,Polanco V Seccion,DELITO DE BAJO IMPACTO
2015-11-28,2015.0,11.0,SÁBADO,23.0,-0.8660254037844386,0.5000000000000001,-0.2588190451025207,0.9659258262890683,19.32446,-99.1574,COYOACAN,Ajusco,DELITO DE BAJO IMPACTO
2017-02-11,2017.0,2.0,SÁBADO,16.0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,19.28815,-99.12488,TLALPAN,Narciso Mendoza,DELITO DE BAJO IMPACTO
2020-04-20,2020.0,4.0,LUNES,0.0,1.0,6.123233995736766e-17,0.0,1.0,19.44072,-99.16808,MIGUEL HIDALGO,Tlaxpana,DELITO DE BAJO IMPACTO
2021-01-24,2021.0,1.0,DOMINGO,9.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,19.4502624300544,-99.1992126763359,MIGUEL HIDALGO,Pensil Norte,DELITO DE BAJO IMPACTO
2021-04-27,2021.0,4.0,MARTES,9.0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,19.19807,-99.14776,TLALPAN,Pueblo San Miguel Topilejo,DELITO DE BAJO IMPACTO
2017-07-07,2017.0,7.0,VIERNES,15.0,1.2246467991473532e-16,-1.0,-0.7071067811865475,-0.7071067811865477,19.34843,-99.03491,IZTAPALAPA,Ampliacion Santa Maria Aztahuacan,DELITO DE BAJO IMPACTO
2017-06-01,2017.0,6.0,JUEVES,12.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,,,CUAUHTEMOC,,DELITO DE BAJO IMPACTO
2017-05-26,2017.0,5.0,VIERNES,15.0,0.8660254037844387,-0.4999999999999998,-0.7071067811865475,-0.7071067811865477,19.35125,-99.03554,IZTAPALAPA,Santa Maria Aztahuacan,HOMICIDIO DOLOSO
2023-06-01,2023.0,6.0,JUEVES,12.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,19.4020721288334,-99.1667648602912,CUAUHTEMOC,Roma Sur,DELITO DE BAJO IMPACTO
2023-11-09,2023.0,11.0,JUEVES,3.0,-0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,19.4121791207534,-99.1113399600511,VENUSTIANO CARRANZA,Jardin Balbuena,DELITO DE BAJO IMPACTO
2017-03-20,2017.0,3.0,LUNES,15.0,0.8660254037844386,0.5000000000000001,-0.7071067811865475,-0.7071067811865477,19.34621,-99.27204,CUAJIMALPA DE MORELOS,Pueblo San Mateo Tlaltenango,HECHO NO DELICTIVO
2016-10-25,2016.0,10.0,MARTES,20.0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,19.27711,-99.13755,XOCHIMILCO,Pueblo Santa Maria Tepepan,DELITO DE BAJO IMPACTO
2017-12-13,2017.0,12.0,MIÉRCOLES,8.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,19.44849,-99.19615,MIGUEL HIDALGO,Pensil Norte,DELITO DE BAJO IMPACTO
2020-01-24,2020.0,1.0,VIERNES,10.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,19.3234678678461,-99.1658612803074,COYOACAN,Pedregal De Santo Domingo,DELITO DE BAJO IMPACTO
2019-12-02,2019.0,12.0,LUNES,14.0,-0.5000000000000004,0.8660254037844384,-0.5000000000000001,-0.8660254037844386,19.32115,-99.16431,COYOACAN,Ajusco,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA
2022-11-25,2022.0,11.0,VIERNES,10.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,19.2144093128,-98.9735318974,TLAHUAC,Pueblo San Nicolas Tetelco,DELITO DE BAJO IMPACTO
2020-11-28,2020.0,11.0,SÁBADO,14.0,-0.8660254037844386,0.5000000000000001,-0.5000000000000001,-0.8660254037844386,19.4519600050207,-99.1043982539962,GUSTAVO A. MADERO,La Malinche,DELITO DE BAJO IMPACTO
2016-06-23,2016.0,6.0,JUEVES,0.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,19.4009,-99.15717,BENITO JUAREZ,Narvarte Poniente,DELITO DE BAJO IMPACTO
2021-03-18,2021.0,3.0,JUEVES,9.0,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,19.29185,-99.00632,TLAHUAC,Selene Del Pueblo San Francisco Tlaltenco,ROBO A CASA HABITACIÓN CON VIOLENCIA
2018-05-19,2018.0,5.0,SÁBADO,14.0,0.8660254037844387,-0.4999999999999998,-0.5000000000000001,-0.8660254037844386,19.39814,-99.16196,BENITO JUAREZ,Del Valle Norte,DELITO DE BAJO IMPACTO
2018-03-10,2018.0,3.0,SÁBADO,13.0,0.8660254037844386,0.5000000000000001,-0.25881904510252035,-0.9659258262890684,19.36817,-99.00921,IZTAPALAPA,Santa Martha Acatitla Norte,DELITO DE BAJO IMPACTO
2019-02-11,2019.0,2.0,LUNES,18.0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,19.37909,-99.15942,BENITO JUAREZ,Letran Valle,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA
2020-05-08,2020.0,5.0,VIERNES,23.0,0.8660254037844387,-0.4999999999999998,-0.2588190451025207,0.9659258262890683,19.3272618848949,-99.2598681951544,ALVARO OBREGON,Lomas De La Era,VIOLACIÓN
2017-12-01,2017.0,12.0,VIERNES,6.0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,19.4402237576548,-99.1465962997436,CUAUHTEMOC,Guerrero,DELITO DE BAJO IMPACTO
2023-02-23,2023.0,2.0,JUEVES,6.0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,19.3171274108062,-99.1244454700428,COYOACAN,Los Cipreses,DELITO DE BAJO IMPACTO
2022-08-12,2022.0,8.0,VIERNES,9.0,-0.5000000000000001,-0.8660254037844386,0.7071067811865476,-0.7071067811865475,19.3986572689985,-99.1967184402055,ALVARO OBREGON,Jose Maria Pino Suarez,DELITO DE BAJO IMPACTO
2024-03-25,2024.0,3.0,LUNES,18.0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,19.3772334114848,-99.2101998119682,ALVARO OBREGON,Barrio Norte,DELITO DE BAJO IMPACTO
2017-08-29,2017.0,8.0,MARTES,23.0,-0.5000000000000001,-0.8660254037844386,-0.2588190451025207,0.9659258262890683,19.5622596708994,-99.1386640762247,GUSTAVO A. MADERO,El Tepetatal,DELITO DE BAJO IMPACTO
2015-04-30,2015.0,4.0,JUEVES,16.0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,19.421437912959,-99.143511179209,CUAUHTEMOC,Doctores,DELITO DE BAJO IMPACTO
2018-01-06,2018.0,1.0,SÁBADO,3.0,0.0,1.0,0.7071067811865475,0.7071067811865476,19.37473,-99.11973,IZTAPALAPA,Pueblo San Juanico Nextipac,DELITO DE BAJO IMPACTO
2021-06-20,2021.0,6.0,DOMINGO,2.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,19.37688,-99.04629,IZTAPALAPA,Chinampac De Juarez,DELITO DE BAJO IMPACTO
2022-03-01,2022.0,3.0,MARTES,7.0,0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252085,19.31446,-99.24048,LA MAGDALENA CONTRERAS,Lomas Quebradas,DELITO DE BAJO IMPACTO
2023-06-13,2023.0,6.0,MARTES,12.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,19.4903090632127,-99.1289132698011,GUSTAVO A. MADERO,Lindavista Sur,DELITO DE BAJO IMPACTO
2023-08-14,2023.0,8.0,LUNES,10.0,-0.5000000000000001,-0.8660254037844386,0.49999999999999994,-0.8660254037844387,19.4278371271,-99.1204654337,VENUSTIANO CARRANZA,Zona Centro,DELITO DE BAJO IMPACTO
2021-01-29,2021.0,1.0,VIERNES,22.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,19.34400266863,-99.2298388074273,ALVARO OBREGON,El Encino Del Pueblo Tetelpan,DELITO DE BAJO IMPACTO
2019-01-05,2019.0,1.0,SÁBADO,1.0,0.0,1.0,0.25881904510252074,0.9659258262890683,19.3036952655706,-99.2642700879231,LA MAGDALENA CONTRERAS,El Ermitaño,DELITO DE BAJO IMPACTO
2022-03-25,2022.0,3.0,VIERNES,17.0,0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,19.42719,-99.14894,CUAUHTEMOC,Centro,DELITO DE BAJO IMPACTO
2019-06-08,2019.0,6.0,SÁBADO,18.0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,19.3261,-99.16418,COYOACAN,Pedregal De Santo Domingo,DELITO DE BAJO IMPACTO
2023-04-30,2023.0,4.0,DOMINGO,10.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,19.4528340607668,-99.2084473402143,MIGUEL HIDALGO,Mexico Nuevo,DELITO DE BAJO IMPACTO
2019-04-01,2019.0,4.0,LUNES,12.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,19.4169,-99.12354,VENUSTIANO CARRANZA,Lorenzo Boturini,DELITO DE BAJO IMPACTO
2018-11-06,2018.0,11.0,MARTES,12.0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,19.33785,-99.21708,ALVARO OBREGON,Olivar De Los Padres,DELITO DE BAJO IMPACTO
2020-10-23,2020.0,10.0,VIERNES,13.0,-1.0,-1.8369701987210297e-16,-0.25881904510252035,-0.9659258262890684,19.3763134006872,-99.2173876916202,ALVARO OBREGON,Golondrinas 2da Seccion,DELITO DE BAJO IMPACTO
2021-05-01,2021.0,5.0,SÁBADO,10.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,19.49074,-99.13674,GUSTAVO A. MADERO,Montevideo,DELITO DE BAJO IMPACTO
2016-06-30,2016.0,6.0,JUEVES,16.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,19.39733,-99.07132,IZTACALCO,Agricola Oriental,DELITO DE BAJO IMPACTO
2021-05-09,2021.0,5.0,DOMINGO,10.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,19.39107,-99.04843,IZTAPALAPA,Tepalcates,DELITO DE BAJO IMPACTO
2024-03-04,2024.0,3.0,LUNES,10.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,19.523967688026,-99.1636804545697,GUSTAVO A. MADERO,San Jose De La Escalera,DELITO DE BAJO IMPACTO
2018-09-21,2018.0,9.0,VIERNES,18.0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,19.35408,-99.01116,IZTAPALAPA,Pueblo Santa Martha Acatitla,DELITO DE BAJO IMPACTO
2022-10-17,2022.0,10.0,LUNES,22.0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,19.4424267769312,-99.0767388004237,VENUSTIANO CARRANZA,Peñon De Los Baños,DELITO DE BAJO IMPACTO
2018-09-18,2018.0,9.0,MARTES,14.0,-0.8660254037844384,-0.5000000000000004,-0.5000000000000001,-0.8660254037844386,,,COYOACAN,,DELITO DE BAJO IMPACTO
2015-09-08,2015.0,9.0,MARTES,12.0,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,19.41003,-99.2216,MIGUEL HIDALGO,Lomas De Chapultepec Vii Seccion,DELITO DE BAJO IMPACTO
2021-11-28,2021.0,11.0,DOMINGO,17.0,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,19.38225,-99.2308,ALVARO OBREGON,Ampliacion La Mexicana,DELITO DE BAJO IMPACTO
2023-10-31,2023.0,10.0,MARTES,11.0,-1.0,-1.8369701987210297e-16,0.258819045102521,-0.9659258262890682,19.4181556492731,-99.1626840997963,CUAUHTEMOC,Roma Norte,DELITO DE BAJO IMPACTO
2021-09-25,2021.0,9.0,SÁBADO,18.0,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,19.38737,-99.12167,IZTACALCO,Campamento 2 De Octubre,DELITO DE BAJO IMPACTO
2019-05-31,2019.0,5.0,VIERNES,14.0,0.8660254037844387,-0.4999999999999998,-0.5000000000000001,-0.8660254037844386,19.4323344943884,-99.2182923120715,MIGUEL HIDALGO,Reforma Social,DELITO DE BAJO IMPACTO
2017-12-12,2017.0,12.0,MARTES,23.0,-0.5000000000000004,0.8660254037844384,-0.2588190451025207,0.9659258262890683,19.40171,-99.17955,MIGUEL HIDALGO,Escandon I Seccion,ROBO A NEGOCIO CON VIOLENCIA
2024-10-22,2024.0,10.0,MARTES,8.0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,19.2639156698344,-99.1077982699999,XOCHIMILCO,Barrio San Antonio,HECHO NO DELICTIVO
2018-04-03,2018.0,4.0,MARTES,10.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,19.42082,-99.15023,CUAUHTEMOC,Doctores,DELITO DE BAJO IMPACTO
2016-09-18,2016.0,9.0,DOMINGO,10.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,19.34953,-98.99665,IZTAPALAPA,Lomas De Zaragoza,DELITO DE BAJO IMPACTO
2022-04-11,2022.0,4.0,LUNES,10.0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,19.4458,-99.16964,MIGUEL HIDALGO,Anahuac Ii Seccion,DELITO DE BAJO IMPACTO
2022-01-01,2022.0,1.0,SÁBADO,12.0,0.0,1.0,1.2246467991473532e-16,-1.0,19.3295707006934,-99.0841394494851,IZTAPALAPA,San Nicolas Tolentino,DELITO DE BAJO IMPACTO
2022-08-25,2022.0,8.0,JUEVES,18.0,-0.5000000000000001,-0.8660254037844386,-1.0,-1.8369701987210297e-16,19.5577375412,-99.1257674983,GUSTAVO A. MADERO,La Casilda,DELITO DE BAJO IMPACTO
2018-03-11,2018.0,3.0,DOMINGO,12.0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,19.33061,-99.12739,COYOACAN,Ex-Ejido De San Francisco Culhuacan,ROBO A NEGOCIO CON VIOLENCIA
2023-03-29,2023.0,3.0,MIÉRCOLES,11.0,0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,19.2516725066498,-99.1747771197513,TLALPAN,Pueblo San Andres Totoltepec,DELITO DE BAJO IMPACTO
2020-09-27,2020.0,9.0,DOMINGO,1.0,-0.8660254037844384,-0.5000000000000004,0.25881904510252074,0.9659258262890683,,,VENUSTIANO CARRANZA,,DELITO DE BAJO IMPACTO
2019-06-04,2019.0,6.0,MARTES,22.0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,19.42992,-99.18696,MIGUEL HIDALGO,Polanco V Seccion,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA
